#! FIELDS arg L0(s) L1(s) L2(s) L3(s) L4(s) L5(s) L6(s) L7(s) L8(s) L9(s) L10(s) L11(s) L12(s) L13(s) L14(s)
#! SET bf_keywords {BF_LEGENDRE ORDER=14 MINIMUM=-4.0 MAXIMUM=4.0}
#! SET min -4.0
#! SET max 4.0
#! SET nbins  201
#! SET periodic false
    -4.000000     1.000000    -1.000000     1.000000    -1.000000     1.000000    -1.000000     1.000000    -1.000000     1.000000    -1.000000     1.000000    -1.000000     1.000000    -1.000000     1.000000
    -3.960000     1.000000    -0.990000     0.970150    -0.940747     0.902233    -0.855180     0.800292    -0.738382     0.670366    -0.597246     0.520089    -0.440018     0.358186    -0.275760     0.193903
    -3.920000     1.000000    -0.980000     0.940600    -0.882980     0.808861    -0.720446     0.620351    -0.511514     0.397099    -0.280396     0.164708    -0.053248    -0.050964     0.145200    -0.227105
    -3.880000     1.000000    -0.970000     0.911350    -0.826683     0.719781    -0.595392     0.458987    -0.316497     0.174015    -0.037504    -0.087494     0.196118    -0.284412     0.349507    -0.389730
    -3.840000     1.000000    -0.960000     0.882400    -0.771840     0.634891    -0.479620     0.315055    -0.150596    -0.004601     0.142206    -0.255243     0.338513    -0.388891     0.405478    -0.389602
    -3.800000     1.000000    -0.950000     0.853750    -0.718437     0.554090    -0.372744     0.187454    -0.011227    -0.144023     0.268422    -0.354880     0.399604    -0.402305     0.366116    -0.297207
    -3.760000     1.000000    -0.940000     0.825400    -0.666460     0.477277    -0.274384     0.075125     0.104040    -0.249105     0.349819    -0.400583     0.400847    -0.354991     0.271703    -0.162923
    -3.720000     1.000000    -0.930000     0.797350    -0.615893     0.404353    -0.184172    -0.022947     0.197494    -0.324302     0.394141    -0.404574     0.359994    -0.270829     0.152065    -0.021256
    -3.680000     1.000000    -0.920000     0.769600    -0.566720     0.335219    -0.101747    -0.107736     0.271286    -0.373700     0.408264    -0.377316     0.291554    -0.168235     0.028519     0.105617
    -3.640000     1.000000    -0.910000     0.742150    -0.518928     0.269780    -0.026757    -0.180177     0.327433    -0.401028     0.398271    -0.327686     0.207215    -0.061038    -0.084458     0.204903
    -3.600000     1.000000    -0.900000     0.715000    -0.472500     0.207938     0.041141    -0.241164     0.367825    -0.409686     0.369510    -0.263146     0.116213     0.040749    -0.177801     0.270773
    -3.560000     1.000000    -0.890000     0.688150    -0.427423     0.149598     0.102282    -0.291555     0.394229    -0.402758     0.326656    -0.189893     0.025685     0.130254    -0.246644     0.302396
    -3.520000     1.000000    -0.880000     0.661600    -0.383680     0.094667     0.156991    -0.332168     0.408294    -0.383038     0.273766    -0.113003    -0.059034     0.203156    -0.289310     0.302355
    -3.480000     1.000000    -0.870000     0.635350    -0.341257     0.043052     0.205586    -0.363787     0.411559    -0.353042     0.214335    -0.036559    -0.134130     0.257174    -0.306459     0.275390
    -3.440000     1.000000    -0.860000     0.609400    -0.300140    -0.005339     0.248377    -0.387159     0.405453    -0.315029     0.151345     0.036229    -0.197068     0.291623    -0.300391     0.227427
    -3.400000     1.000000    -0.850000     0.583750    -0.260313    -0.050598     0.285664    -0.402996     0.391302    -0.271017     0.087308     0.102912    -0.246370     0.307041    -0.274476     0.164835
    -3.360000     1.000000    -0.840000     0.558400    -0.221760    -0.092813     0.317741    -0.411977     0.370335    -0.222797     0.024319     0.161705    -0.281424     0.304863    -0.232695     0.093879
    -3.320000     1.000000    -0.830000     0.533350    -0.184467    -0.132073     0.344892    -0.414749     0.343685    -0.171954    -0.035912     0.211392    -0.302313     0.287153    -0.179283     0.020338
    -3.280000     1.000000    -0.820000     0.508600    -0.148420    -0.168467     0.367394    -0.411926     0.312395    -0.119873    -0.092015     0.251245    -0.309663     0.256378    -0.118447    -0.050751
    -3.240000     1.000000    -0.810000     0.484150    -0.113603    -0.202081     0.385516    -0.404091     0.277425    -0.067760    -0.142927     0.280949    -0.304515     0.215224    -0.054161    -0.115243
    -3.200000     1.000000    -0.800000     0.460000    -0.080000    -0.233000     0.399520    -0.391796     0.239651    -0.016655    -0.187855     0.300530    -0.288213     0.166442     0.009979    -0.169949
    -3.160000     1.000000    -0.790000     0.436150    -0.047598    -0.261309     0.409659    -0.375566     0.199872     0.032560    -0.226250     0.310298    -0.262304     0.112732     0.070861    -0.212641
    -3.120000     1.000000    -0.780000     0.412600    -0.016380    -0.287091     0.416180    -0.355895     0.158813     0.079144    -0.257772     0.310789    -0.228455     0.056650     0.125906    -0.242003
    -3.080000     1.000000    -0.770000     0.389350     0.013667    -0.310429     0.419321    -0.333251     0.117130     0.122488    -0.282267     0.302718    -0.188389     0.000539     0.173099    -0.257553
    -3.040000     1.000000    -0.760000     0.366400     0.042560    -0.331405     0.419314    -0.308073     0.075411     0.162103    -0.299740     0.286932    -0.143821    -0.053521     0.210981    -0.259540
    -3.000000     1.000000    -0.750000     0.343750     0.070312    -0.350098     0.416382    -0.280777     0.034184     0.197609    -0.310332     0.264375    -0.096416    -0.103745     0.238632    -0.248829
    -2.960000     1.000000    -0.740000     0.321400     0.096940    -0.366587     0.410742    -0.251751    -0.006087     0.228728    -0.314300     0.236051    -0.047748    -0.148657     0.255626    -0.226776
    -2.920000     1.000000    -0.730000     0.299350     0.122457    -0.380952     0.402605    -0.221360    -0.044990     0.255269    -0.311997     0.202998     0.000729    -0.187101     0.261988    -0.195105
    -2.880000     1.000000    -0.720000     0.277600     0.146880    -0.393269     0.392172    -0.189944    -0.082166     0.277125    -0.303853     0.166259     0.047700    -0.218230     0.258134    -0.155795
    -2.840000     1.000000    -0.710000     0.256150     0.170223    -0.403614     0.379641    -0.157821    -0.117309     0.294260    -0.290361     0.126863     0.092007    -0.241498     0.244808    -0.110964
    -2.800000     1.000000    -0.700000     0.235000     0.192500    -0.412062     0.365199    -0.125286    -0.150155     0.306704    -0.272060     0.085806     0.132659    -0.256640     0.223022    -0.062771
    -2.760000     1.000000    -0.690000     0.214150     0.213728    -0.418688     0.349029    -0.092615    -0.180489     0.314545    -0.249523     0.044034     0.168834    -0.263648     0.193993    -0.013334
    -2.720000     1.000000    -0.680000     0.193600     0.233920    -0.423565     0.331307    -0.060059    -0.208132     0.317920    -0.223344     0.002433     0.199882    -0.262743     0.159080     0.035353
